year,origin_location_code,asylum_location_code,age_range,population
2002,AFG,THA,60+,0
2002,AFG,THA,all,33
2002,AFG,TJK,0-4,26
2002,AFG,TJK,12-17,53
2002,AFG,TJK,18-59,135
2002,AFG,TJK,5-11,62
2002,AFG,TJK,60+,10
2002,AFG,TJK,all,7296
2002,AFG,TKM,0-4,131
2002,AFG,TKM,12-17,205
2002,AFG,TKM,18-59,631
2002,AFG,TKM,5-11,233
2002,AFG,TKM,60+,63
2002,AFG,TKM,all,2526
2002,AFG,TUR,0-4,0
2002,AFG,TUR,12-17,26
2002,AFG,TUR,18-59,60
2002,AFG,TUR,5-11,17
2002,AFG,TUR,60+,0
2002,AFG,TUR,all,286
2002,AFG,UKR,0-4,76
2002,AFG,UKR,12-17,192
2002,AFG,UKR,18-59,1039
2002,AFG,UKR,5-11,224
2002,AFG,UKR,60+,41
2002,AFG,UKR,all,3144
2002,AFG,USA,0-4,0
2002,AFG,USA,12-17,0
2002,AFG,USA,18-59,0
2002,AFG,USA,5-11,0
2002,AFG,USA,60+,0
2002,AFG,USA,all,9227
2002,AFG,UZB,0-4,220
2002,AFG,UZB,12-17,680
2002,AFG,UZB,18-59,1872
2002,AFG,UZB,5-11,793
2002,AFG,UZB,60+,106
2002,AFG,UZB,all,10447
2002,AFG,ZAF,0-4,0
2002,AFG,ZAF,12-17,0
2002,AFG,ZAF,18-59,0
2002,AFG,ZAF,5-11,0
2002,AFG,ZAF,60+,0
2002,AFG,ZAF,all,22
2002,AFG,ZWE,0-4,0
2002,AFG,ZWE,12-17,13
2002,AFG,ZWE,18-59,51
2002,AFG,ZWE,5-11,18
2002,AFG,ZWE,60+,0
2002,AFG,ZWE,all,164
2002,IRN,AFG,0-4,0
2002,IRN,AFG,12-17,0
2002,IRN,AFG,18-59,0
2002,IRN,AFG,5-11,0
2002,IRN,AFG,60+,0
2002,IRN,AFG,all,12
2002,IRQ,AFG,0-4,0
2002,IRQ,AFG,12-17,0
2002,IRQ,AFG,18-59,0
2002,IRQ,AFG,5-11,0
2002,IRQ,AFG,60+,0
2002,IRQ,AFG,all,6
2003,AFG,ARE,0-4,0
2003,AFG,ARE,12-17,6
2003,AFG,ARE,18-59,0
2003,AFG,ARE,5-11,0
2003,AFG,ARE,60+,0
2003,AFG,ARE,all,12
2003,AFG,AUS,0-4,0
2003,AFG,AUS,12-17,0
2003,AFG,AUS,18-59,0
2003,AFG,AUS,5-11,0
2003,AFG,AUS,60+,0
2003,AFG,AUS,all,7619
2003,AFG,AUT,0-4,0
2003,AFG,AUT,12-17,0
2003,AFG,AUT,18-59,0
2003,AFG,AUT,5-11,0
2003,AFG,AUT,60+,0
2003,AFG,AUT,all,1595
2003,AFG,AZE,0-4,40
2003,AFG,AZE,12-17,107
2003,AFG,AZE,18-59,813
2003,AFG,AZE,5-11,124
2003,AFG,AZE,60+,12
2003,AFG,AZE,all,2192
2003,AFG,BEL,0-4,0
2003,AFG,BEL,12-17,0
2003,AFG,BEL,18-59,0
2003,AFG,BEL,5-11,0
2003,AFG,BEL,60+,0
2003,AFG,BEL,all,913
2003,AFG,BGR,0-4,0
2003,AFG,BGR,12-17,27
2003,AFG,BGR,18-59,274
2003,AFG,BGR,5-11,31
2003,AFG,BGR,60+,0
2003,AFG,BGR,all,2493
2003,AFG,BLR,0-4,34
2003,AFG,BLR,12-17,76
2003,AFG,BLR,18-59,383
2003,AFG,BLR,5-11,97
2003,AFG,BLR,60+,17
2003,AFG,BLR,all,1228
2003,AFG,BRA,0-4,0
2003,AFG,BRA,12-17,0
2003,AFG,BRA,18-59,0
2003,AFG,BRA,5-11,0
2003,AFG,BRA,60+,0
2003,AFG,BRA,all,11
2003,AFG,CAN,0-4,0
2003,AFG,CAN,12-17,0
2003,AFG,CAN,18-59,0
2003,AFG,CAN,5-11,0
2003,AFG,CAN,60+,0
2003,AFG,CAN,all,14791
2003,AFG,CHE,0-4,0
2003,AFG,CHE,12-17,0
2003,AFG,CHE,18-59,0
2003,AFG,CHE,5-11,0
2003,AFG,CHE,60+,0
2003,AFG,CHE,all,2764
2003,AFG,CHL,0-4,0
2003,AFG,CHL,12-17,0
2003,AFG,CHL,18-59,0
2003,AFG,CHL,5-11,0
2003,AFG,CHL,60+,0
2003,AFG,CHL,all,17
2003,AFG,CHN,0-4,0
2003,AFG,CHN,12-17,0
2003,AFG,CHN,18-59,0
2003,AFG,CHN,5-11,8
2003,AFG,CHN,60+,0
2003,AFG,CHN,all,16
2003,AFG,CIV,0-4,0
2003,AFG,CIV,12-17,0
2003,AFG,CIV,18-59,7
2003,AFG,CIV,5-11,0
2003,AFG,CIV,60+,0
2003,AFG,CIV,all,27
2003,AFG,CUB,0-4,0
2003,AFG,CUB,12-17,13
2003,AFG,CUB,18-59,10
2003,AFG,CUB,5-11,0
2003,AFG,CUB,60+,0
2003,AFG,CUB,all,46
2003,AFG,CYP,0-4,0
2003,AFG,CYP,12-17,0
2003,AFG,CYP,18-59,5
2003,AFG,CYP,5-11,0
2003,AFG,CYP,60+,0
2003,AFG,CYP,all,78
2003,AFG,CZE,0-4,0
2003,AFG,CZE,12-17,0
2003,AFG,CZE,18-59,0
2003,AFG,CZE,5-11,0
2003,AFG,CZE,60+,0
2003,AFG,CZE,all,263
2003,AFG,DEU,0-4,0
2003,AFG,DEU,12-17,0
2003,AFG,DEU,18-59,0
2003,AFG,DEU,5-11,0
2003,AFG,DEU,60+,0
2003,AFG,DEU,all,49504
2003,AFG,DNK,0-4,0
2003,AFG,DNK,12-17,0
2003,AFG,DNK,18-59,0
2003,AFG,DNK,5-11,0
2003,AFG,DNK,60+,0
2003,AFG,DNK,all,6668
2003,AFG,ECU,0-4,0
2003,AFG,ECU,12-17,0
2003,AFG,ECU,18-59,0
2003,AFG,ECU,5-11,0
2003,AFG,ECU,60+,0
2003,AFG,ECU,all,34
2003,AFG,EGY,0-4,10
2003,AFG,EGY,12-17,0
2003,AFG,EGY,18-59,25
2003,AFG,EGY,5-11,0
2003,AFG,EGY,60+,0
2003,AFG,EGY,all,70
2003,AFG,ESP,0-4,0
2003,AFG,ESP,12-17,0
2003,AFG,ESP,18-59,0
2003,AFG,ESP,5-11,0
2003,AFG,ESP,60+,0
2003,AFG,ESP,all,94
2003,AFG,EST,0-4,0
2003,AFG,EST,12-17,0
2003,AFG,EST,18-59,6
2003,AFG,EST,5-11,0
2003,AFG,EST,60+,0
2003,AFG,EST,all,12
2003,AFG,ETH,0-4,0
2003,AFG,ETH,12-17,0
2003,AFG,ETH,18-59,0
2003,AFG,ETH,5-11,5
2003,AFG,ETH,60+,0
2003,AFG,ETH,all,10
2003,AFG,FIN,0-4,0
2003,AFG,FIN,12-17,0
2003,AFG,FIN,18-59,0
2003,AFG,FIN,5-11,0
2003,AFG,FIN,60+,0
2003,AFG,FIN,all,1101
2003,AFG,FRA,0-4,0
2003,AFG,FRA,12-17,0
2003,AFG,FRA,18-59,0
2003,AFG,FRA,5-11,0
2003,AFG,FRA,60+,0
2003,AFG,FRA,all,2334
2003,AFG,GBR,0-4,0
2003,AFG,GBR,12-17,0
2003,AFG,GBR,18-59,0
2003,AFG,GBR,5-11,0
2003,AFG,GBR,60+,0
2003,AFG,GBR,all,21718
2003,AFG,GEO,0-4,0
2003,AFG,GEO,12-17,0
2003,AFG,GEO,18-59,0
2003,AFG,GEO,5-11,5
2003,AFG,GEO,60+,0
2003,AFG,GEO,all,10
2003,AFG,GRC,0-4,11
2003,AFG,GRC,12-17,51
2003,AFG,GRC,18-59,326
2003,AFG,GRC,5-11,59
2003,AFG,GRC,60+,5
2003,AFG,GRC,all,1027
2003,AFG,HKG,0-4,0
2003,AFG,HKG,12-17,0
2003,AFG,HKG,18-59,5
2003,AFG,HKG,5-11,0
2003,AFG,HKG,60+,0
2003,AFG,HKG,all,10
2003,AFG,HUN,0-4,0
2003,AFG,HUN,12-17,0
2003,AFG,HUN,18-59,0
2003,AFG,HUN,5-11,0
2003,AFG,HUN,60+,0
2003,AFG,HUN,all,1791
2003,AFG,IDN,0-4,5
2003,AFG,IDN,12-17,16
2003,AFG,IDN,18-59,39
2003,AFG,IDN,5-11,24
2003,AFG,IDN,60+,0
2003,AFG,IDN,all,168
2003,AFG,IND,0-4,343
2003,AFG,IND,12-17,1629
2003,AFG,IND,18-59,5764
2003,AFG,IND,5-11,1902
2003,AFG,IND,60+,645
2003,AFG,IND,all,20654
2003,AFG,IRL,0-4,0
2003,AFG,IRL,12-17,0
2003,AFG,IRL,18-59,0
2003,AFG,IRL,5-11,0
2003,AFG,IRL,60+,0
2003,AFG,IRL,all,58
2003,AFG,IRN,0-4,74634
2003,AFG,IRN,12-17,213439
2003,AFG,IRN,18-59,447799
2003,AFG,IRN,5-11,68511
2003,AFG,IRN,60+,24878
2003,AFG,IRN,all,1663960
2003,AFG,ITA,0-4,0
2003,AFG,ITA,12-17,0
2003,AFG,ITA,18-59,0
2003,AFG,ITA,5-11,0
2003,AFG,ITA,60+,0
2003,AFG,ITA,all,186
2003,AFG,JPN,0-4,0
2003,AFG,JPN,12-17,0
2003,AFG,JPN,18-59,0
2003,AFG,JPN,5-11,0
2003,AFG,JPN,60+,0
2003,AFG,JPN,all,142
2003,AFG,KAZ,0-4,105
2003,AFG,KAZ,12-17,71
2003,AFG,KAZ,18-59,374
2003,AFG,KAZ,5-11,83
2003,AFG,KAZ,60+,24
2003,AFG,KAZ,all,1314
2003,AFG,KGZ,0-4,0
2003,AFG,KGZ,12-17,0
2003,AFG,KGZ,18-59,0
2003,AFG,KGZ,5-11,0
2003,AFG,KGZ,60+,0
2003,AFG,KGZ,all,757
2003,AFG,KHM,0-4,0
2003,AFG,KHM,12-17,0
2003,AFG,KHM,18-59,13
2003,AFG,KHM,5-11,0
2003,AFG,KHM,60+,0
2003,AFG,KHM,all,26
2003,AFG,KWT,0-4,0
2003,AFG,KWT,12-17,26
2003,AFG,KWT,18-59,74
2003,AFG,KWT,5-11,14
2003,AFG,KWT,60+,0
2003,AFG,KWT,all,228
2003,AFG,LBN,0-4,0
2003,AFG,LBN,12-17,5
2003,AFG,LBN,18-59,33
2003,AFG,LBN,5-11,0
2003,AFG,LBN,60+,11
2003,AFG,LBN,all,98
2003,AFG,LKA,0-4,0
2003,AFG,LKA,12-17,0
2003,AFG,LKA,18-59,0
2003,AFG,LKA,5-11,17
2003,AFG,LKA,60+,0
2003,AFG,LKA,all,34
2003,AFG,LTU,0-4,0
2003,AFG,LTU,12-17,0
2003,AFG,LTU,18-59,0
2003,AFG,LTU,5-11,0
2003,AFG,LTU,60+,0
2003,AFG,LTU,all,105
2003,AFG,MAR,0-4,0
2003,AFG,MAR,12-17,0
2003,AFG,MAR,18-59,0
2003,AFG,MAR,5-11,0
2003,AFG,MAR,60+,0
2003,AFG,MAR,all,8
2003,AFG,MDA,0-4,0
2003,AFG,MDA,12-17,0
2003,AFG,MDA,18-59,10
2003,AFG,MDA,5-11,0
2003,AFG,MDA,60+,0
2003,AFG,MDA,all,20
2003,AFG,MLT,0-4,0
2003,AFG,MLT,12-17,0
2003,AFG,MLT,18-59,0
2003,AFG,MLT,5-11,0
2003,AFG,MLT,60+,0
2003,AFG,MLT,all,8
2003,AFG,MYS,0-4,5
2003,AFG,MYS,12-17,0
2003,AFG,MYS,18-59,7
2003,AFG,MYS,5-11,6
2003,AFG,MYS,60+,0
2003,AFG,MYS,all,42
2003,AFG,NLD,0-4,0
2003,AFG,NLD,12-17,0
2003,AFG,NLD,18-59,0
2003,AFG,NLD,5-11,0
2003,AFG,NLD,60+,0
2003,AFG,NLD,all,30145
2003,AFG,NOR,0-4,0
2003,AFG,NOR,12-17,0
2003,AFG,NOR,18-59,0
2003,AFG,NOR,5-11,0
2003,AFG,NOR,60+,0
2003,AFG,NOR,all,3309
2003,AFG,NZL,0-4,0
2003,AFG,NZL,12-17,0
2003,AFG,NZL,18-59,0
2003,AFG,NZL,5-11,0
2003,AFG,NZL,60+,0
2003,AFG,NZL,all,629
2003,AFG,OMN,0-4,0
2003,AFG,OMN,12-17,0
2003,AFG,OMN,18-59,16
2003,AFG,OMN,5-11,0
2003,AFG,OMN,60+,0
2003,AFG,OMN,all,32
2003,AFG,PAK,0-4,182484
2003,AFG,PAK,12-17,220202
2003,AFG,PAK,18-59,419341
2003,AFG,PAK,5-11,256899
2003,AFG,PAK,60+,44721
2003,AFG,PAK,all,2260053
2003,AFG,POL,0-4,0
2003,AFG,POL,12-17,15
2003,AFG,POL,18-59,64
2003,AFG,POL,5-11,11
2003,AFG,POL,60+,0
2003,AFG,POL,all,245
2003,AFG,PRT,0-4,0
2003,AFG,PRT,12-17,0
2003,AFG,PRT,18-59,0
2003,AFG,PRT,5-11,0
2003,AFG,PRT,60+,0
2003,AFG,PRT,all,5
2003,AFG,QAT,0-4,0
2003,AFG,QAT,12-17,0
2003,AFG,QAT,18-59,40
2003,AFG,QAT,5-11,0
2003,AFG,QAT,60+,0
2003,AFG,QAT,all,80
2003,AFG,ROU,0-4,0
2003,AFG,ROU,12-17,0
2003,AFG,ROU,18-59,0
2003,AFG,ROU,5-11,0
2003,AFG,ROU,60+,0
2003,AFG,ROU,all,303
2003,AFG,RUS,0-4,0
2003,AFG,RUS,12-17,0
2003,AFG,RUS,18-59,0
2003,AFG,RUS,5-11,0
2003,AFG,RUS,60+,0
2003,AFG,RUS,all,101775
2003,AFG,SAU,0-4,5
2003,AFG,SAU,12-17,16
2003,AFG,SAU,18-59,71
2003,AFG,SAU,5-11,19
2003,AFG,SAU,60+,11
2003,AFG,SAU,all,244
2003,AFG,SRB,0-4,0
2003,AFG,SRB,12-17,0
2003,AFG,SRB,18-59,0
2003,AFG,SRB,5-11,0
2003,AFG,SRB,60+,0
2003,AFG,SRB,all,7
2003,AFG,SVK,0-4,0
2003,AFG,SVK,12-17,0
2003,AFG,SVK,18-59,0
2003,AFG,SVK,5-11,0
2003,AFG,SVK,60+,0
2003,AFG,SVK,all,634
2003,AFG,SWE,0-4,0
2003,AFG,SWE,12-17,0
2003,AFG,SWE,18-59,0
2003,AFG,SWE,5-11,0
2003,AFG,SWE,60+,0
2003,AFG,SWE,all,4302
2003,AFG,SYR,0-4,43
2003,AFG,SYR,12-17,84
2003,AFG,SYR,18-59,179
2003,AFG,SYR,5-11,97
2003,AFG,SYR,60+,22
2003,AFG,SYR,all,850
2003,AFG,TCD,0-4,0
2003,AFG,TCD,12-17,0
2003,AFG,TCD,18-59,0
2003,AFG,TCD,5-11,0
2003,AFG,TCD,60+,0
2003,AFG,TCD,all,14
2003,AFG,THA,0-4,0
2003,AFG,THA,12-17,5
2003,AFG,THA,18-59,7
2003,AFG,THA,5-11,0
2003,AFG,THA,60+,0
2003,AFG,THA,all,24
2003,AFG,TJK,0-4,0
2003,AFG,TJK,12-17,0
2003,AFG,TJK,18-59,8
2003,AFG,TJK,5-11,0
2003,AFG,TJK,60+,0
2003,AFG,TJK,all,7049
2003,AFG,TKM,0-4,119
2003,AFG,TKM,12-17,198
2003,AFG,TKM,18-59,615
2003,AFG,TKM,5-11,228
2003,AFG,TKM,60+,64
2003,AFG,TKM,all,2448
2003,AFG,TUR,0-4,0
2003,AFG,TUR,12-17,40
2003,AFG,TUR,18-59,60
2003,AFG,TUR,5-11,27
2003,AFG,TUR,60+,0
2003,AFG,TUR,all,254
2003,AFG,UKR,0-4,69
2003,AFG,UKR,12-17,199
2003,AFG,UKR,18-59,1118
2003,AFG,UKR,5-11,224
2003,AFG,UKR,60+,32
2003,AFG,UKR,all,3310
2003,AFG,USA,0-4,0
2003,AFG,USA,12-17,0
2003,AFG,USA,18-59,0
2003,AFG,USA,5-11,0
2003,AFG,USA,60+,0
2003,AFG,USA,all,9821
2003,AFG,UZB,0-4,251
2003,AFG,UZB,12-17,594
2003,AFG,UZB,18-59,1708
2003,AFG,UZB,5-11,698
2003,AFG,UZB,60+,118
2003,AFG,UZB,all,9767
2003,AFG,ZAF,0-4,0
2003,AFG,ZAF,12-17,0
2003,AFG,ZAF,18-59,0
2003,AFG,ZAF,5-11,0
2003,AFG,ZAF,60+,0
2003,AFG,ZAF,all,37
2003,AFG,ZWE,0-4,5
2003,AFG,ZWE,12-17,12
2003,AFG,ZWE,18-59,54
2003,AFG,ZWE,5-11,11
2003,AFG,ZWE,60+,0
2003,AFG,ZWE,all,164
2003,CHN,AFG,0-4,0
2003,CHN,AFG,12-17,0
2003,CHN,AFG,18-59,0
2003,CHN,AFG,5-11,0
2003,CHN,AFG,60+,0
2003,CHN,AFG,all,10
2003,IRN,AFG,0-4,0
2003,IRN,AFG,12-17,0
2003,IRN,AFG,18-59,0
2003,IRN,AFG,5-11,0
2003,IRN,AFG,60+,0
2003,IRN,AFG,all,120
2003,IRQ,AFG,0-4,0
2003,IRQ,AFG,12-17,0
2003,IRQ,AFG,18-59,0
2003,IRQ,AFG,5-11,0
2003,IRQ,AFG,60+,0
2003,IRQ,AFG,all,60
2004,AFG,AUS,0-4,0
2004,AFG,AUS,12-17,0
2004,AFG,AUS,18-59,0
2004,AFG,AUS,5-11,0
2004,AFG,AUS,60+,0
2004,AFG,AUS,all,8326
2004,AFG,AUT,0-4,0
2004,AFG,AUT,12-17,0
2004,AFG,AUT,18-59,0
2004,AFG,AUT,5-11,0
2004,AFG,AUT,60+,0
2004,AFG,AUT,all,2482
2004,AFG,AZE,0-4,26
2004,AFG,AZE,12-17,85
2004,AFG,AZE,18-59,610
2004,AFG,AZE,5-11,97
2004,AFG,AZE,60+,10
2004,AFG,AZE,all,1869
2004,AFG,BEL,0-4,0
2004,AFG,BEL,12-17,0
2004,AFG,BEL,18-59,0
2004,AFG,BEL,5-11,0
2004,AFG,BEL,60+,0
2004,AFG,BEL,all,620
2004,AFG,BGR,0-4,0
2004,AFG,BGR,12-17,0
2004,AFG,BGR,18-59,0
2004,AFG,BGR,5-11,0
2004,AFG,BGR,60+,0
2004,AFG,BGR,all,2333
2004,AFG,BLR,0-4,17
2004,AFG,BLR,12-17,79
2004,AFG,BLR,18-59,380
2004,AFG,BLR,5-11,83
2004,AFG,BLR,60+,10
2004,AFG,BLR,all,1138
2004,AFG,BRA,0-4,0
2004,AFG,BRA,12-17,0
2004,AFG,BRA,18-59,6
2004,AFG,BRA,5-11,5
2004,AFG,BRA,60+,0
2004,AFG,BRA,all,22
2004,AFG,CAN,0-4,0
2004,AFG,CAN,12-17,0
2004,AFG,CAN,18-59,0
2004,AFG,CAN,5-11,0
2004,AFG,CAN,60+,0
2004,AFG,CAN,all,15395
2004,AFG,CHE,0-4,57
2004,AFG,CHE,12-17,87
2004,AFG,CHE,18-59,479
2004,AFG,CHE,5-11,101
2004,AFG,CHE,60+,29
2004,AFG,CHE,all,3438
2004,AFG,CHL,0-4,5
2004,AFG,CHL,12-17,0
2004,AFG,CHL,18-59,10
2004,AFG,CHL,5-11,0
2004,AFG,CHL,60+,0
2004,AFG,CHL,all,30
2004,AFG,CHN,0-4,0
2004,AFG,CHN,12-17,0
2004,AFG,CHN,18-59,0
2004,AFG,CHN,5-11,7
2004,AFG,CHN,60+,0
2004,AFG,CHN,all,14
2004,AFG,CIV,0-4,0
2004,AFG,CIV,12-17,0
2004,AFG,CIV,18-59,7
2004,AFG,CIV,5-11,0
2004,AFG,CIV,60+,0
2004,AFG,CIV,all,26
2004,AFG,CUB,0-4,0
2004,AFG,CUB,12-17,0
2004,AFG,CUB,18-59,12
2004,AFG,CUB,5-11,5
2004,AFG,CUB,60+,0
2004,AFG,CUB,all,34
2004,AFG,CYP,0-4,0
2004,AFG,CYP,12-17,0
2004,AFG,CYP,18-59,9
2004,AFG,CYP,5-11,0
2004,AFG,CYP,60+,0
2004,AFG,CYP,all,153
2004,AFG,CZE,0-4,0
2004,AFG,CZE,12-17,0
2004,AFG,CZE,18-59,0
2004,AFG,CZE,5-11,0
2004,AFG,CZE,60+,0
2004,AFG,CZE,all,259
2004,AFG,DEU,0-4,0
2004,AFG,DEU,12-17,0
2004,AFG,DEU,18-59,0
2004,AFG,DEU,5-11,0
2004,AFG,DEU,60+,0
2004,AFG,DEU,all,39081
2004,AFG,DNK,0-4,0
2004,AFG,DNK,12-17,0
2004,AFG,DNK,18-59,0
2004,AFG,DNK,5-11,0
2004,AFG,DNK,60+,0
2004,AFG,DNK,all,6596
2004,AFG,ECU,0-4,0
2004,AFG,ECU,12-17,0
2004,AFG,ECU,18-59,0
2004,AFG,ECU,5-11,0
2004,AFG,ECU,60+,0
2004,AFG,ECU,all,29
2004,AFG,EGY,0-4,10
2004,AFG,EGY,12-17,0
2004,AFG,EGY,18-59,25
2004,AFG,EGY,5-11,0
2004,AFG,EGY,60+,0
2004,AFG,EGY,all,70
2004,AFG,ESP,0-4,0
2004,AFG,ESP,12-17,0
2004,AFG,ESP,18-59,0
2004,AFG,ESP,5-11,0
2004,AFG,ESP,60+,0
2004,AFG,ESP,all,88
2004,AFG,EST,0-4,0
2004,AFG,EST,12-17,0
2004,AFG,EST,18-59,6
2004,AFG,EST,5-11,0
2004,AFG,EST,60+,0
2004,AFG,EST,all,12
2004,AFG,ETH,0-4,0
2004,AFG,ETH,12-17,0
2004,AFG,ETH,18-59,0
2004,AFG,ETH,5-11,5
2004,AFG,ETH,60+,0
2004,AFG,ETH,all,10
2004,AFG,FIN,0-4,0
2004,AFG,FIN,12-17,0
2004,AFG,FIN,18-59,0
2004,AFG,FIN,5-11,0
2004,AFG,FIN,60+,0
2004,AFG,FIN,all,1342
2004,AFG,FRA,0-4,0
2004,AFG,FRA,12-17,0
2004,AFG,FRA,18-59,0
2004,AFG,FRA,5-11,0
2004,AFG,FRA,60+,0
2004,AFG,FRA,all,1220
2004,AFG,GBR,0-4,0
2004,AFG,GBR,12-17,0
2004,AFG,GBR,18-59,0
2004,AFG,GBR,5-11,0
2004,AFG,GBR,60+,0
2004,AFG,GBR,all,22494
2004,AFG,GEO,0-4,0
2004,AFG,GEO,12-17,0
2004,AFG,GEO,18-59,0
2004,AFG,GEO,5-11,0
2004,AFG,GEO,60+,0
2004,AFG,GEO,all,5
2004,AFG,GRC,0-4,0
2004,AFG,GRC,12-17,79
2004,AFG,GRC,18-59,385
2004,AFG,GRC,5-11,81
2004,AFG,GRC,60+,5
2004,AFG,GRC,all,1240
2004,AFG,HKG,0-4,0
2004,AFG,HKG,12-17,0
2004,AFG,HKG,18-59,0
2004,AFG,HKG,5-11,0
2004,AFG,HKG,60+,0
2004,AFG,HKG,all,5
2004,AFG,HUN,0-4,0
2004,AFG,HUN,12-17,0
2004,AFG,HUN,18-59,0
2004,AFG,HUN,5-11,0
2004,AFG,HUN,60+,0
2004,AFG,HUN,all,2502
2004,AFG,IDN,0-4,0
2004,AFG,IDN,12-17,5
2004,AFG,IDN,18-59,36
2004,AFG,IDN,5-11,12
2004,AFG,IDN,60+,0
2004,AFG,IDN,all,168
2004,AFG,IND,0-4,335
2004,AFG,IND,12-17,1443
2004,AFG,IND,18-59,5668
2004,AFG,IND,5-11,1684
2004,AFG,IND,60+,631
2004,AFG,IND,all,19592
2004,AFG,IRL,0-4,0
2004,AFG,IRL,12-17,0
2004,AFG,IRL,18-59,0
2004,AFG,IRL,5-11,0
2004,AFG,IRL,60+,0
2004,AFG,IRL,all,153
2004,AFG,IRN,0-4,65348
2004,AFG,IRN,12-17,292636
2004,AFG,IRN,18-59,470032
2004,AFG,IRN,5-11,93931
2004,AFG,IRN,60+,30879
2004,AFG,IRN,all,1905652
2004,AFG,ISL,0-4,0
2004,AFG,ISL,12-17,0
2004,AFG,ISL,18-59,0
2004,AFG,ISL,5-11,0
2004,AFG,ISL,60+,0
2004,AFG,ISL,all,5
2004,AFG,ITA,0-4,0
2004,AFG,ITA,12-17,0
2004,AFG,ITA,18-59,0
2004,AFG,ITA,5-11,0
2004,AFG,ITA,60+,0
2004,AFG,ITA,all,242
2004,AFG,JPN,0-4,0
2004,AFG,JPN,12-17,0
2004,AFG,JPN,18-59,0
2004,AFG,JPN,5-11,0
2004,AFG,JPN,60+,0
2004,AFG,JPN,all,151
2004,AFG,KAZ,0-4,97
2004,AFG,KAZ,12-17,74
2004,AFG,KAZ,18-59,390
2004,AFG,KAZ,5-11,86
2004,AFG,KAZ,60+,23
2004,AFG,KAZ,all,1340
2004,AFG,KGZ,0-4,36
2004,AFG,KGZ,12-17,11
2004,AFG,KGZ,18-59,305
2004,AFG,KGZ,5-11,24
2004,AFG,KGZ,60+,10
2004,AFG,KGZ,all,772
2004,AFG,KHM,0-4,0
2004,AFG,KHM,12-17,0
2004,AFG,KHM,18-59,7
2004,AFG,KHM,5-11,0
2004,AFG,KHM,60+,0
2004,AFG,KHM,all,14
2004,AFG,KWT,0-4,6
2004,AFG,KWT,12-17,18
2004,AFG,KWT,18-59,70
2004,AFG,KWT,5-11,21
2004,AFG,KWT,60+,0
2004,AFG,KWT,all,230
2004,AFG,LBN,0-4,5
2004,AFG,LBN,12-17,0
2004,AFG,LBN,18-59,26
2004,AFG,LBN,5-11,0
2004,AFG,LBN,60+,0
2004,AFG,LBN,all,62
2004,AFG,LKA,0-4,0
2004,AFG,LKA,12-17,15
2004,AFG,LKA,18-59,0
2004,AFG,LKA,5-11,0
2004,AFG,LKA,60+,0
2004,AFG,LKA,all,30
2004,AFG,LTU,0-4,0
2004,AFG,LTU,12-17,0
2004,AFG,LTU,18-59,0
2004,AFG,LTU,5-11,0
2004,AFG,LTU,60+,0
2004,AFG,LTU,all,99
2004,AFG,MDA,0-4,0
2004,AFG,MDA,12-17,0
2004,AFG,MDA,18-59,10
2004,AFG,MDA,5-11,0
2004,AFG,MDA,60+,0
2004,AFG,MDA,all,20
2004,AFG,MLT,0-4,0
2004,AFG,MLT,12-17,0
2004,AFG,MLT,18-59,0
2004,AFG,MLT,5-11,0
2004,AFG,MLT,60+,0
2004,AFG,MLT,all,8
2004,AFG,MYS,0-4,6
2004,AFG,MYS,12-17,0
2004,AFG,MYS,18-59,20
2004,AFG,MYS,5-11,0
2004,AFG,MYS,60+,0
2004,AFG,MYS,all,79
2004,AFG,NLD,0-4,0
2004,AFG,NLD,12-17,0
2004,AFG,NLD,18-59,0
2004,AFG,NLD,5-11,0
2004,AFG,NLD,60+,0
2004,AFG,NLD,all,28695
2004,AFG,NOR,0-4,0
2004,AFG,NOR,12-17,0
2004,AFG,NOR,18-59,0
2004,AFG,NOR,5-11,0
2004,AFG,NOR,60+,0
2004,AFG,NOR,all,3693
2004,AFG,NZL,0-4,0
2004,AFG,NZL,12-17,0
2004,AFG,NZL,18-59,0
2004,AFG,NZL,5-11,0
2004,AFG,NZL,60+,0
2004,AFG,NZL,all,1148
2004,AFG,OMN,0-4,0
2004,AFG,OMN,12-17,0
2004,AFG,OMN,18-59,16
2004,AFG,OMN,5-11,0
2004,AFG,OMN,60+,0
2004,AFG,OMN,all,32
2004,AFG,PAK,0-4,155426
2004,AFG,PAK,12-17,189303
2004,AFG,PAK,18-59,356392
2004,AFG,PAK,5-11,220852
2004,AFG,PAK,60+,38068
2004,AFG,PAK,all,2257613
2004,AFG,POL,0-4,0
2004,AFG,POL,12-17,0
2004,AFG,POL,18-59,0
2004,AFG,POL,5-11,0
2004,AFG,POL,60+,0
2004,AFG,POL,all,107
2004,AFG,PRT,0-4,0
2004,AFG,PRT,12-17,0
2004,AFG,PRT,18-59,0
2004,AFG,PRT,5-11,0
2004,AFG,PRT,60+,0
2004,AFG,PRT,all,5
2004,AFG,QAT,0-4,0
2004,AFG,QAT,12-17,0
2004,AFG,QAT,18-59,40
2004,AFG,QAT,5-11,0
2004,AFG,QAT,60+,0
2004,AFG,QAT,all,80
2004,AFG,ROU,0-4,0
2004,AFG,ROU,12-17,0
2004,AFG,ROU,18-59,18
2004,AFG,ROU,5-11,0
2004,AFG,ROU,60+,0
